payment_id,customer_id,staff_id,rental_id,amount,store_id,date_key
7455,275,1,12606,1.99,1,20050818
7456,275,1,13037,3.99,1,20050819
7461,275,1,14187,5.99,1,20050821
7462,275,1,14296,2.99,1,20050821
7467,276,1,736,3.99,1,20050529
7468,276,1,860,10.99,1,20050530
7469,276,1,1352,0.99,1,20050615
7473,276,1,4715,0.99,1,20050708
7478,276,1,9070,0.99,1,20050730
7479,276,1,9080,1.99,1,20050730
7480,276,1,9102,4.99,1,20050730
7481,276,1,9229,8.99,1,20050730
7484,276,1,10763,2.99,1,20050801
7486,276,1,11636,4.99,1,20050817
7490,276,1,12650,4.99,1,20050818
7491,276,1,14000,4.99,1,20050820
7493,276,1,15769,3.99,1,20050823
7496,277,1,1331,2.99,1,20050615
7500,277,1,3247,5.99,1,20050621
7502,277,1,3344,2.99,1,20050621
7505,277,1,4290,4.99,1,20050707
7507,277,1,5861,0.99,1,20050710
7508,277,1,5913,2.99,1,20050710
7510,277,1,6487,5.99,1,20050712
7514,277,1,9901,0.99,1,20050731
7519,277,1,12458,5.99,1,20050818
7520,277,1,13122,4.99,1,20050819
7522,277,1,13714,4.99,1,20050820
7525,277,1,15008,10.99,1,20050822
7526,277,1,15345,5.99,1,20050822
7527,278,1,1092,4.99,1,20050531
7529,278,1,1978,2.99,1,20050617
7531,278,1,3453,2.99,1,20050621
7532,278,1,3776,2.99,1,20050706
7533,278,1,4430,4.99,1,20050707
7536,278,1,7239,0.99,1,20050727
7539,278,1,8953,4.99,1,20050730
7541,278,1,10649,2.99,1,20050801
7542,278,1,10731,2.99,1,20050801
7544,278,1,11095,5.99,1,20050802
7546,278,1,12787,0.99,1,20050819
7547,278,1,13896,0.99,1,20050820
7549,278,1,14268,2.99,1,20050821
7551,278,1,14986,4.99,1,20050822
7552,278,1,16019,4.99,1,20050823
7553,279,1,979,2.99,1,20050530
7555,279,1,1178,2.99,1,20050615
7556,279,1,2147,4.99,1,20050617
7557,279,1,3215,0.99,1,20050621
7558,279,1,3374,2.99,1,20050621
7559,279,1,3375,4.99,1,20050621
7560,279,1,4476,4.99,1,20050708
7561,279,1,4978,7.99,1,20050709
7563,279,1,5361,9.99,1,20050709
7564,279,1,6176,0.99,1,20050711
7565,279,1,7947,2.99,1,20050728
7570,279,1,11515,2.99,1,20050816
7571,279,1,11703,4.99,1,20050817
7573,279,1,12949,4.99,1,20050819
7574,279,1,13105,7.99,1,20050819
7575,279,1,13233,2.99,1,20050819
7578,279,1,14714,3.99,1,20050821
7579,279,1,14779,5.99,1,20050822
7580,279,1,14789,4.99,1,20050822
7582,279,1,15606,2.99,1,20050823
7584,280,1,1014,4.99,1,20050531
7585,280,1,2656,3.99,1,20050619
7588,280,1,4616,4.99,1,20050708
7590,280,1,7070,4.99,1,20050727
7593,280,1,8365,0.99,1,20050729
7594,280,1,8565,7.99,1,20050729
7597,280,1,8912,0.99,1,20050730
7599,280,1,10847,9.99,1,20050801
7600,280,1,11366,4.99,1,20050802
7601,280,1,11517,2.99,1,20050816
7602,280,1,12053,4.99,1,20050817
7603,280,1,12849,5.99,1,20050819
7605,280,1,13321,4.99,1,20050819
7606,280,1,13667,4.99,1,20050820
7608,280,1,15312,4.99,1,20050822
7614,281,1,2254,5.99,1,20050618
7615,281,1,4607,0.99,1,20050708
7620,281,1,7525,3.99,1,20050727
7623,281,1,13641,2.99,1,20050820
7624,281,1,14196,1.99,1,20050821
7628,282,1,2016,2.99,1,20050617
7631,282,1,3417,2.99,1,20050621
7633,282,1,3885,2.99,1,20050706
7634,282,1,4359,2.99,1,20050707
7636,282,1,5113,0.99,1,20050709
7638,282,1,5926,6.99,1,20050710
7639,282,1,7433,2.99,1,20050727
7641,282,1,8223,6.99,1,20050728
7648,282,1,13278,2.99,1,20050819
7652,283,1,1749,0.99,1,20050616
7655,283,1,2685,2.99,1,20050619
7657,283,1,3534,4.99,1,20050706
7658,283,1,3568,6.99,1,20050706
7664,283,1,6075,0.99,1,20050711
7665,283,1,6300,1.99,1,20050711
7667,283,1,6827,4.99,1,20050712
7668,283,1,7504,0.99,1,20050727
7669,283,1,7816,0.99,1,20050728
7674,283,1,11637,0.99,1,20050817
7677,283,1,12290,6.99,1,20050818
7678,283,1,13229,2.99,1,20050819
7679,283,1,15837,2.99,1,20050823
7682,284,1,1145,6.99,1,20050531
7683,284,1,1171,0.99,1,20050614
7686,284,1,3572,0.99,1,20050706
7688,284,1,4759,7.99,1,20050708
7690,284,1,5161,6.99,1,20050709
7691,284,1,6276,5.99,1,20050711
7693,284,1,7164,6.99,1,20050727
7694,284,1,7463,4.99,1,20050727
7696,284,1,8888,2.99,1,20050730
7697,284,1,9790,0.99,1,20050731
7698,284,1,10396,7.99,1,20050801
7699,284,1,10535,4.99,1,20050801
7701,284,1,14007,5.99,1,20050820
7702,284,1,14648,4.99,1,20050821
7704,284,1,14921,4.99,1,20050822
7706,284,1,12064,5.98,1,20060214
7710,285,1,2249,5.99,1,20050618
7713,285,1,5683,9.99,1,20050710
7714,285,1,6010,0.99,1,20050711
7716,285,1,6094,4.99,1,20050711
7719,285,1,7211,6.99,1,20050727
7720,285,1,7452,9.99,1,20050727
7721,285,1,7745,9.99,1,20050728
7722,285,1,8154,4.99,1,20050728
7724,285,1,10493,5.99,1,20050801
7726,285,1,10641,4.99,1,20050801
7727,285,1,12027,8.99,1,20050817
7728,285,1,12444,0.99,1,20050818
7729,285,1,12449,0.99,1,20050818
7733,285,1,15489,4.99,1,20050823
7735,286,1,1690,8.99,1,20050616
7736,286,1,2195,4.99,1,20050618
7741,286,1,4707,4.99,1,20050708
7742,286,1,4894,2.99,1,20050708
7743,286,1,5796,4.99,1,20050710
7745,286,1,7254,2.99,1,20050727
7746,286,1,7299,2.99,1,20050727
7747,286,1,7368,0.99,1,20050727
7748,286,1,7422,2.99,1,20050727
7749,286,1,7719,6.99,1,20050728
7752,286,1,9809,3.99,1,20050731
7756,286,1,12656,0.99,1,20050818
7758,286,1,13975,4.99,1,20050820
7759,286,1,14905,0.99,1,20050822
7762,287,1,655,2.99,1,20050528
7764,287,1,1247,7.99,1,20050615
7770,287,1,5593,3.99,1,20050710
7773,287,1,6397,2.99,1,20050711
7778,287,1,10027,6.99,1,20050731
7782,287,1,11716,4.99,1,20050817
7786,287,1,15084,4.99,1,20050822
7788,287,1,15614,2.99,1,20050823
7792,288,1,503,4.99,1,20050528
7794,288,1,1466,5.99,1,20050615
7795,288,1,3958,3.99,1,20050706
7796,288,1,4692,2.99,1,20050708
7798,288,1,6399,2.99,1,20050711
7803,288,1,9732,0.99,1,20050731
7804,288,1,10927,9.99,1,20050802
7806,288,1,12134,1.99,1,20050817
7807,288,1,13219,2.99,1,20050819
7808,288,1,13227,0.99,1,20050819
7813,288,1,15119,2.99,1,20050822
7816,289,1,2387,6.99,1,20050618
7817,289,1,2784,10.99,1,20050619
7820,289,1,3588,2.99,1,20050706
7822,289,1,5089,4.99,1,20050709
7828,289,1,7151,4.99,1,20050727
7829,289,1,7162,4.99,1,20050727
7831,289,1,9498,2.99,1,20050730
7833,289,1,12158,1.99,1,20050818
7834,289,1,12170,0.99,1,20050818
7841,289,1,14087,0.99,1,20050820
7844,290,1,160,2.99,1,20050526
7845,290,1,1220,6.99,1,20050615
7849,290,1,3013,3.99,1,20050620
7851,290,1,4073,0.99,1,20050707
7853,290,1,5105,2.99,1,20050709
7857,290,1,6952,4.99,1,20050726
7859,290,1,7650,1.99,1,20050728
7860,290,1,8639,4.99,1,20050729
7861,290,1,9000,7.99,1,20050730
7862,290,1,9413,0.99,1,20050730
7864,290,1,10194,1.99,1,20050801
7865,290,1,10901,2.99,1,20050802
7866,290,1,11596,6.99,1,20050817
7870,290,1,13367,2.99,1,20050819
7872,291,1,54,4.99,1,20050525
7874,291,1,1012,2.99,1,20050531
7875,291,1,1191,2.99,1,20050615
7876,291,1,2300,2.99,1,20050618
7882,291,1,6796,2.99,1,20050712
7883,291,1,7561,5.99,1,20050727
7885,291,1,8690,0.99,1,20050729
7887,291,1,9165,5.99,1,20050730
7890,291,1,10463,4.99,1,20050801
7892,291,1,13665,5.99,1,20050820
7895,292,1,324,0.99,1,20050527
7896,292,1,1901,3.99,1,20050617
7898,292,1,2838,3.99,1,20050619
7901,292,1,4200,4.99,1,20050707
7904,292,1,5940,4.99,1,20050710
7905,292,1,6270,8.99,1,20050711
7906,292,1,6900,6.99,1,20050712
7908,292,1,7216,2.99,1,20050727
7909,292,1,7545,2.99,1,20050727
7910,292,1,7766,4.99,1,20050728
7911,292,1,8047,2.99,1,20050728
7913,292,1,8990,8.99,1,20050730
7914,292,1,9792,5.99,1,20050731
7916,292,1,11193,4.99,1,20050802
7917,292,1,12739,10.99,1,20050818
7918,292,1,13715,2.99,1,20050820
7919,292,1,14499,0.99,1,20050821
7921,292,1,15117,2.99,1,20050822
7923,293,1,924,4.99,1,20050530
7925,293,1,1589,9.99,1,20050616
7926,293,1,1829,5.99,1,20050616
7928,293,1,2386,4.99,1,20050618
7930,293,1,3290,1.99,1,20050621
7932,293,1,3906,3.99,1,20050706
7937,293,1,6432,9.99,1,20050712
7939,293,1,8589,4.99,1,20050729
7940,293,1,8745,2.99,1,20050729
7943,293,1,11576,2.99,1,20050817
7945,293,1,13029,2.99,1,20050819
7947,293,1,13817,4.99,1,20050820
7948,293,1,14248,6.99,1,20050821
7949,293,1,15258,4.99,1,20050822
7950,293,1,15402,8.99,1,20050822
7951,293,1,15508,7.99,1,20050823
7953,294,1,595,1.99,1,20050528
7954,294,1,2900,2.99,1,20050620
7956,294,1,3681,4.99,1,20050706
7958,294,1,4786,7.99,1,20050708
7961,294,1,7765,4.99,1,20050728
7964,294,1,9522,2.99,1,20050731
7968,294,1,10551,6.99,1,20050801
7972,294,1,11390,2.99,1,20050802
7975,294,1,12278,5.99,1,20050818
7976,294,1,14474,2.99,1,20050821
7978,294,1,15839,5.99,1,20050823
7980,295,1,1184,5.99,1,20050615
7981,295,1,1328,2.99,1,20050615
7983,295,1,2054,2.99,1,20050617
7984,295,1,2431,1.99,1,20050618
7985,295,1,2638,1.99,1,20050619
7986,295,1,2999,2.99,1,20050620
7987,295,1,3198,1.99,1,20050621
7990,295,1,3876,9.99,1,20050706
7991,295,1,4164,1.99,1,20050707
7992,295,1,4432,1.99,1,20050707
7993,295,1,5019,2.99,1,20050709
7997,295,1,6252,2.99,1,20050711
8000,295,1,8108,7.99,1,20050728
8001,295,1,8840,9.99,1,20050729
8003,295,1,9425,7.99,1,20050730
8008,295,1,10349,3.99,1,20050801
8012,295,1,12383,0.99,1,20050818
8013,295,1,14264,0.99,1,20050821
8014,295,1,14387,6.99,1,20050821
8015,295,1,14514,6.99,1,20050821
8018,296,1,511,5.99,1,20050528
8019,296,1,869,4.99,1,20050530
8022,296,1,3034,0.99,1,20050620
8025,296,1,3810,2.99,1,20050706
8026,296,1,4480,4.99,1,20050708
8028,296,1,5589,4.99,1,20050710
8030,296,1,6398,5.99,1,20050711
8031,296,1,6967,6.99,1,20050727
8034,296,1,9249,5.99,1,20050730
8035,296,1,9304,2.99,1,20050730
8040,296,1,13702,2.99,1,20050820
8041,296,1,13819,4.99,1,20050820
8042,296,1,13991,1.99,1,20050820
8046,296,1,12009,2.99,1,20060214
8048,297,1,954,3.99,1,20050530
8049,297,1,1409,3.99,1,20050615
8050,297,1,2067,2.99,1,20050617
8051,297,1,2202,8.99,1,20050618
8052,297,1,2260,2.99,1,20050618
8054,297,1,3582,0.99,1,20050706
8056,297,1,4929,5.99,1,20050708
8057,297,1,5743,8.99,1,20050710
8059,297,1,6064,6.99,1,20050711
8060,297,1,6156,4.99,1,20050711
8061,297,1,6984,2.99,1,20050727
8063,297,1,7933,0.99,1,20050728
8066,297,1,10153,0.99,1,20050731
8071,297,1,11780,2.99,1,20050817
8072,297,1,11784,0.99,1,20050817
8073,297,1,12472,10.99,1,20050818
8074,297,1,13330,2.99,1,20050819
8076,297,1,13888,1.99,1,20050820
8077,297,1,14403,5.99,1,20050821
8079,297,1,15711,4.99,1,20050823
8080,298,1,383,3.99,1,20050527
8086,298,1,3728,2.99,1,20050706
8088,298,1,4936,3.99,1,20050708
8090,298,1,5247,2.99,1,20050709
8093,298,1,7869,7.99,1,20050728
8096,298,1,11070,0.99,1,20050802
8099,298,1,12765,8.99,1,20050818
8100,298,1,13172,0.99,1,20050819
8101,298,1,13244,4.99,1,20050819
8103,298,1,15245,3.99,1,20050822
8105,298,1,15643,4.99,1,20050823
8106,299,1,332,5.99,1,20050527
8108,299,1,1650,8.99,1,20050616
8110,299,1,2774,2.99,1,20050619
8112,299,1,3074,0.99,1,20050620
8114,299,1,3288,5.99,1,20050621
8117,299,1,4350,2.99,1,20050707
8119,299,1,5642,2.99,1,20050710
8121,299,1,6853,7.99,1,20050712
8122,299,1,7264,4.99,1,20050727
8123,299,1,7746,2.99,1,20050728
8125,299,1,9520,2.99,1,20050731
8126,299,1,10201,0.99,1,20050801
8128,299,1,11629,6.99,1,20050817
8129,299,1,11746,5.99,1,20050817
8130,299,1,11998,0.99,1,20050817
8131,299,1,13069,4.99,1,20050819
8133,299,1,14548,3.99,1,20050821
8137,300,1,780,3.99,1,20050529
8138,300,1,1111,4.99,1,20050531
8140,300,1,3177,2.99,1,20050620
8141,300,1,3775,0.99,1,20050706
8142,300,1,4030,0.99,1,20050707
8144,300,1,5705,10.99,1,20050710
8146,300,1,6822,5.99,1,20050712
8147,300,1,6998,4.99,1,20050727
8148,300,1,7815,4.99,1,20050728
8149,300,1,8117,6.99,1,20050728
8150,300,1,8210,6.99,1,20050728
8151,300,1,8283,3.99,1,20050729
8152,300,1,9078,0.99,1,20050730
8155,300,1,10977,4.99,1,20050802
8159,300,1,13296,0.99,1,20050819
8161,300,1,13717,5.99,1,20050820
8162,300,1,14674,7.99,1,20050821
8163,300,1,14709,9.99,1,20050821
8166,300,1,15695,4.99,1,20060214
8169,301,1,955,0.99,1,20050530
8170,301,1,1853,0.99,1,20050617
8171,301,1,2611,4.99,1,20050619
8175,301,1,5119,6.99,1,20050709
8183,301,1,10883,0.99,1,20050802
8186,301,1,15201,10.99,1,20050822
8187,301,1,15268,1.99,1,20050822
8190,302,1,1231,2.99,1,20050615
8197,302,1,7183,0.99,1,20050727
8198,302,1,7411,6.99,1,20050727
8199,302,1,8363,6.99,1,20050729
8201,302,1,8795,2.99,1,20050729
8202,302,1,9146,7.99,1,20050730
8204,302,1,9374,8.99,1,20050730
8207,302,1,12126,7.99,1,20050817
8209,302,1,12903,2.99,1,20050819
8210,302,1,13916,2.99,1,20050820
8211,302,1,14120,4.99,1,20050821
8214,302,1,15622,5.99,1,20050823
8217,303,1,265,0.99,1,20050526
8218,303,1,871,2.99,1,20050530
8221,303,1,2223,8.99,1,20050618
8222,303,1,3077,3.99,1,20050620
8223,303,1,3107,2.99,1,20050620
8224,303,1,5140,4.99,1,20050709
8225,303,1,6205,4.99,1,20050711
8227,303,1,6464,4.99,1,20050712
8228,303,1,7023,4.99,1,20050727
8230,303,1,8409,0.99,1,20050729
8234,303,1,11253,4.99,1,20050802
8238,303,1,12365,0.99,1,20050818
8240,303,1,14750,5.99,1,20050821
8242,303,1,15511,3.99,1,20050823
8243,304,1,135,10.99,1,20050525
8244,304,1,415,0.99,1,20050527
8246,304,1,1414,6.99,1,20050615
8248,304,1,2039,3.99,1,20050617
8250,304,1,4466,6.99,1,20050708
8252,304,1,5411,2.99,1,20050709
8253,304,1,5712,4.99,1,20050710
8257,304,1,6737,4.99,1,20050712
8260,304,1,9930,0.99,1,20050731
8261,304,1,9992,6.99,1,20050731
8262,304,1,10631,0.99,1,20050801
8264,304,1,12540,5.99,1,20050818
8266,304,1,14023,0.99,1,20050820
8267,304,1,14899,4.99,1,20050822
8268,304,1,14945,4.99,1,20050822
8270,305,1,1574,4.99,1,20050616
8272,305,1,2166,11.99,1,20050617
8273,305,1,3387,0.99,1,20050621
8275,305,1,4638,2.99,1,20050708
8277,305,1,5052,2.99,1,20050709
8279,305,1,5745,8.99,1,20050710
8280,305,1,6134,7.99,1,20050711
8286,305,1,10981,2.99,1,20050802
8291,305,1,13782,4.99,1,20050820
8293,305,1,15612,6.99,1,20050823
8298,306,1,3814,6.99,1,20050706
8303,306,1,6953,4.99,1,20050726
8304,306,1,7225,6.99,1,20050727
8305,306,1,7232,4.99,1,20050727
8308,306,1,8702,0.99,1,20050729
8311,306,1,9774,0.99,1,20050731
8312,306,1,10202,6.99,1,20050801
8315,306,1,11440,0.99,1,20050802
8318,306,1,12225,7.99,1,20050818
8319,306,1,12989,2.99,1,20050819
8320,306,1,13686,4.99,1,20050820
8322,306,1,13873,0.99,1,20050820
8323,306,1,13996,4.99,1,20050820
8324,306,1,15457,2.99,1,20050823
8327,307,1,535,4.99,1,20050528
8328,307,1,614,1.99,1,20050528
8329,307,1,970,6.99,1,20050530
8331,307,1,2167,0.99,1,20050617
8332,307,1,2787,4.99,1,20050619
8333,307,1,2881,2.99,1,20050620
8335,307,1,3209,4.99,1,20050621
8336,307,1,3962,6.99,1,20050706
8337,307,1,3985,4.99,1,20050706
8338,307,1,4522,2.99,1,20050708
8339,307,1,4868,4.99,1,20050708
8340,307,1,5871,3.99,1,20050710
8342,307,1,6256,0.99,1,20050711
8343,307,1,6991,10.99,1,20050727
8344,307,1,7536,2.99,1,20050727
8345,307,1,7760,3.99,1,20050728
8346,307,1,7929,0.99,1,20050728
8347,307,1,8647,6.99,1,20050729
8348,307,1,10135,4.99,1,20050731
8349,307,1,10374,0.99,1,20050801
8350,307,1,10745,2.99,1,20050801
8351,307,1,11491,7.99,1,20050802
8354,307,1,14231,0.99,1,20050821
8357,308,1,2037,0.99,1,20050617
8358,308,1,2094,0.99,1,20050617
8360,308,1,2346,7.99,1,20050618
8362,308,1,4002,3.99,1,20050707
8363,308,1,4285,8.99,1,20050707
8364,308,1,5946,2.99,1,20050710
8366,308,1,9479,2.99,1,20050730
8367,308,1,9746,7.99,1,20050731
8368,308,1,10571,2.99,1,20050801
8370,308,1,10819,4.99,1,20050801
8371,308,1,11765,2.99,1,20050817
8372,308,1,11972,4.99,1,20050817
8374,308,1,12590,6.99,1,20050818
8376,308,1,13843,2.99,1,20050820
8378,308,1,15243,4.99,1,20050822
8383,309,1,1837,4.99,1,20050616
8390,309,1,4540,4.99,1,20050708
8392,309,1,5980,4.99,1,20050711
8396,309,1,7846,5.99,1,20050728
8397,309,1,8341,4.99,1,20050729
8398,309,1,8501,2.99,1,20050729
8399,309,1,8681,2.99,1,20050729
8400,309,1,8917,2.99,1,20050730
8402,309,1,9949,0.99,1,20050731
8403,309,1,10458,2.99,1,20050801
8404,309,1,10728,0.99,1,20050801
8405,309,1,10818,2.99,1,20050801
8417,310,1,2480,5.99,1,20050618
8418,310,1,2618,2.99,1,20050619
8420,310,1,4072,0.99,1,20050707
8421,310,1,5621,5.99,1,20050710
8423,310,1,7648,5.99,1,20050728
8425,310,1,8981,7.99,1,20050730
8426,310,1,9536,2.99,1,20050731
8430,310,1,12929,4.99,1,20050819
8431,310,1,14972,5.99,1,20050822
8434,311,1,952,2.99,1,20050530
8437,311,1,1622,4.99,1,20050616
8444,311,1,8473,2.99,1,20050729
8445,311,1,9503,6.99,1,20050731
8447,311,1,10134,4.99,1,20050731
8449,311,1,12997,2.99,1,20050819
8454,311,1,16020,8.99,1,20050823
8456,312,1,530,0.99,1,20050528
8461,312,1,3766,2.99,1,20050706
8462,312,1,3792,1.99,1,20050706
8463,312,1,4647,3.99,1,20050708
8464,312,1,5031,5.99,1,20050709
8466,312,1,6866,2.99,1,20050712
8467,312,1,8137,4.99,1,20050728
8468,312,1,8412,6.99,1,20050729
8469,312,1,8721,4.99,1,20050729
8470,312,1,9016,6.99,1,20050730
8471,312,1,9154,3.99,1,20050730
8475,312,1,12186,2.99,1,20050818
8476,312,1,12945,0.99,1,20050819
8478,312,1,14504,3.99,1,20050821
8479,312,1,15100,4.99,1,20050822
8480,312,1,15882,6.99,1,20050823
8486,313,1,2617,7.99,1,20050619
8489,313,1,5255,5.99,1,20050709
8490,313,1,6384,2.99,1,20050711
8493,313,1,8970,3.99,1,20050730
8500,313,1,14325,4.99,1,20050821
8502,313,1,15340,0.99,1,20050822
8504,314,1,80,5.99,1,20050525
8505,314,1,440,4.99,1,20050527
8506,314,1,1598,3.99,1,20050616
8507,314,1,1624,2.99,1,20050616
8508,314,1,3517,0.99,1,20050706
8509,314,1,3656,2.99,1,20050706
8510,314,1,3808,0.99,1,20050706
8514,314,1,6192,5.99,1,20050711
8515,314,1,6666,2.99,1,20050712
8516,314,1,6763,3.99,1,20050712
8518,314,1,7276,2.99,1,20050727
8520,314,1,8073,3.99,1,20050728
8527,314,1,12434,0.99,1,20050818
8529,314,1,13265,2.99,1,20050819
8532,314,1,14409,4.99,1,20050821
8537,315,1,537,8.99,1,20050528
8538,315,1,551,4.99,1,20050528
8539,315,1,1701,2.99,1,20050616
8540,315,1,4021,2.99,1,20050707
8541,315,1,4992,4.99,1,20050709
8543,315,1,6661,4.99,1,20050712
8544,315,1,6894,4.99,1,20050712
8545,315,1,8416,5.99,1,20050729
8550,315,1,14106,2.99,1,20050821
8552,315,1,15504,6.99,1,20050823
8554,316,1,16,4.99,1,20050525
8555,316,1,644,8.99,1,20050528
8556,316,1,1065,1.99,1,20050531
8557,316,1,1317,4.99,1,20050615
8559,316,1,2032,4.99,1,20050617
8562,316,1,2820,4.99,1,20050619
8564,316,1,4379,2.99,1,20050707
8567,316,1,5618,5.99,1,20050710
8571,316,1,7592,4.99,1,20050727
8572,316,1,7945,1.99,1,20050728
8573,316,1,8564,4.99,1,20050729
8574,316,1,9508,4.99,1,20050731
8576,316,1,10438,7.99,1,20050801
8577,316,1,12028,0.99,1,20050817
8581,316,1,14226,2.99,1,20050821
8583,317,1,107,6.99,1,20050525
8586,317,1,3251,0.99,1,20050621
8587,317,1,4138,0.99,1,20050707
8588,317,1,4177,8.99,1,20050707
8590,317,1,5548,0.99,1,20050710
8592,317,1,7309,2.99,1,20050727
8594,317,1,8327,2.99,1,20050729
8595,317,1,8458,4.99,1,20050729
8596,317,1,9110,2.99,1,20050730
8598,317,1,9770,8.99,1,20050731
8599,317,1,10364,2.99,1,20050801
8603,317,1,13388,4.99,1,20050819
8604,317,1,14032,5.99,1,20050820
8607,317,1,14791,4.99,1,20050822
8608,317,1,15204,2.99,1,20050822
8609,317,1,15280,4.99,1,20050822
8610,317,1,12574,0.99,1,20060214
8611,318,1,224,9.99,1,20050526
8612,318,1,2634,2.99,1,20050619
8613,318,1,2643,2.99,1,20050619
8616,318,1,3732,4.99,1,20050706
8618,318,1,4356,8.99,1,20050707
8619,318,1,7649,0.99,1,20050728
8622,318,1,14276,2.99,1,20050821
8623,319,1,15,9.99,1,20050525
8624,319,1,149,3.99,1,20050526
8625,319,1,439,2.99,1,20050527
8626,319,1,1632,2.99,1,20050616
8627,319,1,1892,4.99,1,20050617
8634,319,1,4630,4.99,1,20050708
8635,319,1,5791,8.99,1,20050710
8636,319,1,5882,2.99,1,20050710
8638,319,1,6195,4.99,1,20050711
8639,319,1,6255,4.99,1,20050711
8640,319,1,6485,6.99,1,20050712
8644,319,1,11575,0.99,1,20050817
8646,319,1,11955,6.99,1,20050817
8648,319,1,12018,4.99,1,20050817
8650,319,1,13548,3.99,1,20050820
8656,320,1,2216,4.99,1,20050618
8666,320,1,8238,0.99,1,20050729
8668,320,1,9509,0.99,1,20050731
8669,320,1,11208,0.99,1,20050802
8672,320,1,15302,2.99,1,20050822
8674,321,1,620,5.99,1,20050528
8677,321,1,3410,0.99,1,20050621
8679,321,1,3920,4.99,1,20050706
8681,321,1,4318,5.99,1,20050707
8685,321,1,6859,5.99,1,20050712
8687,321,1,9981,0.99,1,20050731
8688,321,1,11722,2.99,1,20050817
8689,321,1,12033,6.99,1,20050817
8691,321,1,12398,4.99,1,20050818
8693,321,1,15673,6.99,1,20050823
8696,322,1,269,4.99,1,20050526
8697,322,1,1386,2.99,1,20050615
8698,322,1,1588,8.99,1,20050616
8700,322,1,2554,0.99,1,20050619
8701,322,1,2983,7.99,1,20050620
8704,322,1,3478,0.99,1,20050705
8706,322,1,3646,4.99,1,20050706
8708,322,1,6511,3.99,1,20050712
8711,322,1,7091,4.99,1,20050727
8713,322,1,9104,7.99,1,20050730
8714,322,1,9115,4.99,1,20050730
8715,322,1,9252,1.99,1,20050730
8719,322,1,13650,9.99,1,20050820
8721,322,1,15450,0.99,1,20050823
8723,323,1,58,4.99,1,20050525
8725,323,1,878,5.99,1,20050530
8728,323,1,2933,4.99,1,20050620
8733,323,1,6840,3.99,1,20050712
8737,323,1,7847,1.99,1,20050728
8740,323,1,8790,0.99,1,20050729
8741,323,1,9363,2.99,1,20050730
8743,323,1,10028,4.99,1,20050731
8744,323,1,10298,0.99,1,20050801
8745,323,1,10994,3.99,1,20050802
8747,323,1,12120,4.99,1,20050817
8748,323,1,12169,2.99,1,20050818
8749,323,1,13140,5.99,1,20050819
8750,323,1,14224,2.99,1,20050821
8751,323,1,14957,3.99,1,20050822
8752,323,1,15387,4.99,1,20050822
8753,323,1,15728,0.99,1,20050823
8755,324,1,1740,0.99,1,20050616
8757,324,1,3947,4.99,1,20050706
8758,324,1,4197,0.99,1,20050707
8761,324,1,5778,0.99,1,20050710
8762,324,1,6034,2.99,1,20050711
8765,324,1,7263,7.99,1,20050727
8767,324,1,8698,3.99,1,20050729
8768,324,1,9651,4.99,1,20050731
8770,324,1,11617,2.99,1,20050817
8771,324,1,11771,6.99,1,20050817
8774,324,1,13386,2.99,1,20050819
8775,324,1,14262,8.99,1,20050821
8777,324,1,15263,4.99,1,20050822
8779,325,1,131,5.99,1,20050525
8783,325,1,5470,5.99,1,20050709
8785,325,1,5775,4.99,1,20050710
8792,325,1,10070,4.99,1,20050731
8794,325,1,10412,0.99,1,20050801
8796,325,1,12779,3.99,1,20050818
8799,325,1,14672,5.99,1,20050821
8801,326,1,875,6.99,1,20050530
8804,326,1,1311,4.99,1,20050615
8807,326,1,3441,4.99,1,20050621
8809,326,1,4160,7.99,1,20050707
8810,326,1,5147,5.99,1,20050709
8811,326,1,7117,2.99,1,20050727
8814,326,1,8467,5.99,1,20050729
8815,326,1,8604,4.99,1,20050729
8818,326,1,10108,0.99,1,20050731
8826,327,1,653,6.99,1,20050528
8827,327,1,1294,4.99,1,20050615
8830,327,1,2273,4.99,1,20050618
8833,327,1,4445,4.99,1,20050707
8834,327,1,4521,0.99,1,20050708
8835,327,1,6618,2.99,1,20050712
8838,327,1,10371,0.99,1,20050801
8839,327,1,11372,4.99,1,20050802
8841,327,1,12016,0.99,1,20050817
8843,327,1,13360,4.99,1,20050819
8844,327,1,13448,0.99,1,20050820
8845,327,1,14847,4.99,1,20050822
8847,327,1,15386,2.99,1,20050822
8848,327,1,15828,5.99,1,20050823
8849,327,1,15916,9.99,1,20050823
8851,327,1,15297,2.99,1,20060214
8856,328,1,3024,4.99,1,20050620
8857,328,1,3239,0.99,1,20050621
8858,328,1,5450,4.99,1,20050709
8859,328,1,8017,1.99,1,20050728
8860,328,1,8577,6.99,1,20050729
8863,328,1,9835,2.99,1,20050731
8864,328,1,11174,2.99,1,20050802
8865,328,1,12175,4.99,1,20050818
8867,328,1,13609,2.99,1,20050820
8869,328,1,13907,3.99,1,20050820
8871,328,1,14755,3.99,1,20050821
8873,328,1,15179,4.99,1,20050822
8874,328,1,15863,0.99,1,20050823
8875,329,1,1183,2.99,1,20050615
8876,329,1,2010,5.99,1,20050617
8878,329,1,2151,0.99,1,20050617
8879,329,1,2303,2.99,1,20050618
8881,329,1,3052,5.99,1,20050620
8886,329,1,4415,4.99,1,20050707
8887,329,1,4465,1.99,1,20050708
